6,4,9,0,5,3,8,1,7,2
8,9,0,3,2,5,6,1,4,7
0,6,1,9,5,7,3,8,2,4
8,1,0,5,4,6,7,3,9,2
1,5,7,3,9,4,2,6,0,8
6,2,8,9,4,5,0,3,1,7
8,9,6,7,3,2,1,4,5,0
8,1,6,5,0,2,9,3,7,4
5,8,3,6,0,1,4,9,7,2
0,1,3,8,5,4,6,9,2,7
7,8,3,1,4,6,0,5,2,9
4,2,0,3,6,7,8,1,9,5
6,4,5,3,9,0,1,7,2,8
4,2,6,5,0,3,9,1,8,7
2,5,6,1,0,4,9,3,7,8
7,4,2,1,3,5,6,8,9,0
7,3,8,5,0,2,1,4,6,9
6,9,3,5,8,4,1,2,0,7
4,0,9,1,8,5,7,2,6,3
2,8,6,3,0,4,9,7,1,5
