76.32,6.872890532016754,0.7586547972304649,0.9397590361445783,0.5477084898572502,0.7478510028653295,0.626,0.8326885880077369,0.46195652173913043,0.8442703232125367,0.9207818930041153,0.8861003861003861,0.767,0.936,0.729,0.783,0.626,0.861,0.255,0.862,0.895,0.918
80.05,5.759309411048889,0.8192090395480226,0.9840933191940615,0.6326707000864304,0.7482456140350877,0.6950718685831622,0.8953603158933859,0.5305216426193119,0.887396694214876,0.9360824742268041,0.894184938036225,0.725,0.928,0.732,0.853,0.677,0.907,0.478,0.859,0.908,0.938
82.0,5.197515279054642,0.7342657342657343,0.9761904761904762,0.718407960199005,0.8028169014084507,0.7126760563380282,0.9242902208201893,0.6050069541029207,0.8381294964028777,0.9273631840796019,0.9328512396694215,0.84,0.943,0.722,0.855,0.759,0.879,0.435,0.932,0.932,0.903
83.14,4.913740962743759,0.7908366533864541,0.9843587069864442,0.6870629370629371,0.8014842300556586,0.7014134275618374,0.9288617886178862,0.6543909348441926,0.8853255587949466,0.9542619542619543,0.9251497005988024,0.794,0.944,0.786,0.864,0.794,0.914,0.462,0.911,0.918,0.927
83.68,4.674910664558411,0.7186218211648893,0.9884937238493724,0.7981109799291618,0.8496993987975952,0.6921182266009852,0.9067307692307692,0.6228419654714475,0.9027777777777778,0.949290060851927,0.9456410256410256,0.876,0.945,0.676,0.848,0.843,0.943,0.469,0.91,0.936,0.922
84.16,4.5434993505477905,0.7647058823529411,0.9763860369609856,0.774294670846395,0.8907103825136612,0.7993273542600897,0.9624463519313304,0.5480427046263345,0.8796641791044776,0.9358974358974359,0.9348697394789579,0.858,0.951,0.741,0.815,0.713,0.897,0.616,0.943,0.949,0.933
84.97,4.366071343421936,0.8477043673012318,0.990625,0.7741273100616016,0.8544366899302094,0.7351885098743267,0.9668803418803419,0.5944391179290508,0.8849721706864564,0.9358341559723593,0.9452332657200812,0.757,0.951,0.754,0.857,0.819,0.905,0.62,0.954,0.948,0.932
85.36,4.201744794845581,0.8406593406593407,0.9926778242677824,0.7644749754661433,0.8114233907524931,0.7351111111111112,0.9616580310880829,0.6462585034013606,0.91015625,0.945,0.9311023622047244,0.765,0.949,0.779,0.895,0.827,0.928,0.57,0.932,0.945,0.946
85.46,4.156726807355881,0.8485523385300668,0.9875647668393782,0.7212121212121212,0.8228310502283105,0.7807652533609101,0.9714889123548046,0.6433260393873085,0.9124015748031497,0.9461615154536391,0.9211538461538461,0.762,0.953,0.833,0.901,0.755,0.92,0.588,0.927,0.949,0.958
85.78,4.04500350356102,0.7845303867403315,0.9886010362694301,0.7917525773195876,0.8495238095238096,0.7740667976424361,0.9748633879781421,0.6473859844271412,0.8760255241567912,0.9443339960238568,0.9446680080482898,0.852,0.954,0.768,0.892,0.788,0.892,0.582,0.961,0.95,0.939
