0,3,1,8,2,7,5,6,4,9
8,1,5,7,3,9,0,4,6,2
6,7,2,0,9,1,5,3,8,4
7,8,3,5,0,6,2,9,1,4
9,3,4,2,8,0,7,6,5,1
