6,3,7,9,8,4,1,2,5,0
0,3,8,2,7,5,9,4,6,1
4,8,5,2,1,6,3,9,0,7
5,7,4,2,0,9,8,6,3,1
1,9,7,4,6,3,2,5,8,0
